variant,embedding,silhouette_score,davies_bouldin_score,calinski_harabasz_score
raw,PCA_2D,0.032956165706589664,3.5867876973005304,71.17946394537456
raw,LDA_2D,0.30141130330190513,1.2050996178022202,353.8635920243357
duplicate_cleaned,PCA_2D,0.039522247813729594,3.7484510119110404,69.98230163325327
duplicate_cleaned,LDA_2D,0.29939807022577763,1.1928984124277568,340.5940678124505
duplicate_cleaned_iqr_capped,PCA_2D,0.037891775045771015,3.75467168957898,71.96864878269466
duplicate_cleaned_iqr_capped,LDA_2D,0.30618593958382984,1.2152270597719754,346.49953852639544
