eps,min_samples,selection_note,method,adjusted_rand_index,normalized_mutual_info,homogeneity,completeness,v_measure,silhouette_score,n_clusters_detected,n_noise_points
0.6295742476838696,5,,DBSCAN_on_PCA2D_eps_0.630,0.0046263739555217655,0.056470067302661256,0.04333269181586324,0.08103905905737631,0.056470067302661256,0.08434523008007715,4,74
0.6667543745093817,5,,DBSCAN_on_PCA2D_eps_0.667,0.004256606017179951,0.03962587176756271,0.028968377938745144,0.06268933944552976,0.0396258717675627,-0.10795715362402887,4,60
0.7385101447023724,5,,DBSCAN_on_PCA2D_eps_0.739,0.0021820961357589767,0.049075353700550786,0.035405563292856046,0.0799392113059086,0.049075353700550786,0.1881287276556762,4,46
0.8544600197535941,5,,DBSCAN_on_PCA2D_eps_0.854,0.004288294772581515,0.0593037052212807,0.04137339374594376,0.10466181530189703,0.05930370522128071,0.17731682741092608,4,29
0.9607611440251655,5,selected_unsupervised_eps,DBSCAN_on_PCA2D_eps_0.961,0.00798575022279387,0.055558827055745816,0.035354512008297444,0.1296521242189318,0.055558827055745816,0.39438035405123584,2,14
1.0257352102034234,5,,DBSCAN_on_PCA2D_eps_1.026,0.007564145510707796,0.05582850102649941,0.035146526509759496,0.13565424579170657,0.055828501026499416,0.3930116978788533,2,11
1.2042546431465788,5,,DBSCAN_on_PCA2D_eps_1.204,-8.648574582611218e-05,0.0027207738331351647,0.0014490155787576665,0.02224135834315993,0.0027207738331351643,,1,7
1.4498613237521571,5,,DBSCAN_on_PCA2D_eps_1.450,1.8324996376231967e-07,0.005103143763638885,0.002584587576577977,0.19974624295287607,0.005103143763638885,,1,1
