n1,n2,mean1,mean2,var1,var2,mean_difference,standard_error,t_statistic_manual,welch_df_manual,cohens_d,pairwise_fisher_distance
36,36,-1.1306536576898514,0.9878148270401792,0.498883747263311,0.5824656240410632,-2.1184684847300304,0.1733132497422878,-12.223349846984656,69.58427235682245,-2.881071188552192,4.150285596760161
