sample_size_per_class,repetitions,rejection_rate_alpha_0_05,median_p_value,p_value_q1,p_value_q3,mean_cohens_d,std_cohens_d,mean_difference_mean,mean_difference_std
36,500,1.0,1.8461881850905805e-17,8.611048084620279e-19,2.505570435931362e-16,-2.708281125547637,0.26389648836405427,-1.9026463120109134,0.13678563228085194
64,500,1.0,4.024301233235196e-30,2.1691853177408306e-31,8.98429237111401e-29,-2.695048132111638,0.1470475902789357,-1.9006443801029465,0.07181541891146881
